id,content,character,love,joy,fright,anger,fear,sorrow
1171_0001_A_1,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。，目标角色是 o2,o2,0,0,0,0,0,0
1171_0001_A_2,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。c1开心地点了点头。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。，目标角色是 c1,c1,0,0,0,0,0,0
1171_0001_A_3,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。，目标角色是 o2,o2,0,0,0,0,0,0
1171_0001_A_4,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。c1开心地点了点头。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。，目标角色是 c1,c1,0,0,0,0,0,0
1171_0001_A_5,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。，目标角色是 o2,o2,0,0,0,0,0,0
1171_0001_A_6,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。c1开心地点了点头。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。，目标角色是 c1,c1,0,0,0,0,0,0
1171_0001_A_7,[CLS] 天空下着暴雨，o2正在给c1穿雨衣，他自己却只穿着单薄的军装，完全暴露在大雨之中。o2一手拿着一个行李，一路小跑着把c1带到了文工团门口。o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。c1开心地点了点头。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的，目标角色是 c1,c1,0,1,0,0,0,0
1171_0001_A_8,[CLS] o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，目标角色是 o2,o2,0,0,0,0,0,0
1171_0001_A_9,[CLS] o2停下来接过c1手里的行李：你妈妈交待我了，等领了军装一定要照张相寄回去，让街坊邻居都知道你当兵了。c1开心地点了点头。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2示范了一个动作，c1照做。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，目标角色是 c1,c1,0,0,0,0,0,0
1171_0001_A_10,[CLS] c1开心地点了点头。o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2示范了一个动作，c1照做。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，目标角色是 c1,c1,0,1,0,0,0,0
1171_0001_A_11,[CLS] o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角，目标角色是 o2,o2,0,1,0,0,0,0
1171_0001_A_12,[CLS] o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角，目标角色是 o2,o2,0,0,0,0,0,0
1171_0001_A_13,[CLS] o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2示范了一个动作，c1照做。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，目标角色是 c1,c1,0,0,0,0,0,0
1171_0001_A_14,[CLS] o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角，目标角色是 o2,o2,0,0,0,0,0,0
1171_0001_A_15,[CLS] o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2示范了一个动作，c1照做。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，目标角色是 c1,c1,0,0,0,0,0,0
1171_0001_A_16,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。另一边，一个叫u2的号子手还在练习着，b1还在压腿，目标角色是 b1,b1,0,0,0,0,0,0
1171_0002_A_19,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。女演员跳舞的时候，分h3一直在旁边批评着，目标角色是 o2,o2,0,0,0,0,0,0
1171_0002_A_20,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，目标角色是 c1,c1,0,0,0,0,0,0
1171_0002_A_21,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，目标角色是 c1,c1,0,0,0,0,1,0
1171_0003_A_23,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。另一边，一个叫u2的号子手还在练习着，b1还在压腿，目标角色是 b1,b1,0,0,0,0,0,0
1171_0003_A_24,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。女演员跳舞的时候，分h3一直在旁边批评着，目标角色是 o2,o2,0,0,0,0,0,0
1171_0003_A_25,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，目标角色是 c1,c1,0,0,0,0,0,0
1171_0003_A_26,[CLS] 女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。，目标角色是 h3,h3,0,0,0,1,0,0
1171_0003_A_29,[CLS] 女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。分h3吹了一下口哨，其他人都停了下来。，目标角色是 h3,h3,0,0,0,0,0,0
1171_0003_A_32,[CLS] 女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。分h3吹了一下口哨，其他人都停了下来。分h3：我给大家伙介绍一位新同志，她叫c1，是舞蹈队托o2从北京接来的新兵，目标角色是 h3,h3,0,0,0,0,0,0
1171_0003_A_35,[CLS] 女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。另一边，分h3走到c1面前：c1，欢迎你入伍，来，跟大家伙认识认识。分h3吹了一下口哨，其他人都停了下来。分h3：我给大家伙介绍一位新同志，她叫c1，是舞蹈队托o2从北京接来的新兵，目标角色是 h3,h3,0,0,0,0,0,0
1171_0003_A_37,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。女演员跳舞的时候，分h3一直在旁边批评着，目标角色是 o2,o2,0,0,0,0,0,0
1171_0003_A_38,[CLS] d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！d1走过来发现了b1：看什么呢？d1：有什么好看的啊！我怎么不觉得呢！配不上你。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。d1接过c1的衣服闻了闻，瞬间露出了嫌弃的表情。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。，目标角色是 d1,d1,0,1,0,0,0,0
1171_0003_A_39,[CLS] o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。o2开始招呼大家。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。分h3：我给大家伙介绍一位新同志，她叫c1，是舞蹈队托o2从北京接来的新兵。（看向c1）q2，做几个动作，给大家亮一手。o2走过来：分h3，目标角色是 o2,o2,0,0,0,0,0,0
1171_0003_A_40,[CLS] f1走过去和o2握手：欢迎你凯旋归来。f1指了指d1上面：d1上面。f1抱怨：又吃饺子啊！d1拉起f1：走走走，你别又想躲，我就爱吃饺子，我跟你说，这部队就是我们北方人的天下。（走到门口又回头，指了指c1）哎，p2，带她也去洗洗，好好搓搓啊，至少三遍，身上馊得跟从泔水里捞出来似的。b1：我给你介绍一下。（看着坐在钢琴前的女孩儿）这是f1，是咱们团的独唱演员。，目标角色是 f1,f1,0,0,0,0,0,0
1171_0003_A_41,[CLS] o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。o2开始招呼大家。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。分h3：我给大家伙介绍一位新同志，她叫c1，是舞蹈队托o2从北京接来的新兵。（看向c1）q2，做几个动作，给大家亮一手。o2走过来：分h3，目标角色是 o2,o2,0,0,0,0,0,0
1171_0003_A_42,[CLS] x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。b1看向旁白捂着肚子作痛的x2：怎么了？x2：肚子疼。x2点头。x2：整天学雷锋，不会谁给你悄悄洗了吧！f1：难道我产生幻觉了？不对啊，x2也可以作证啊，刚才肯定没在这儿。（敲了敲c1的床铺）你刚才拿我的军装了吗？，目标角色是 x2,x2,0,1,0,0,0,0
1171_0003_A_44,[CLS] o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。o2开始招呼大家。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。分h3：我给大家伙介绍一位新同志，她叫c1，是舞蹈队托o2从北京接来的新兵。（看向c1）q2，做几个动作，给大家亮一手。o2走过来：分h3，目标角色是 o2,o2,0,0,0,0,0,0
1171_0003_A_45,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。另一边，一个叫u2的号子手还在练习着，b1还在压腿，目标角色是 b1,b1,1,0,0,0,0,0
1171_0003_A_46,[CLS] 另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼。o2离开后，b1拿过f1旁边的饺子：s2，你这饺子不吃别浪费了啊，我给他们乐队的人吃。（拿过碗走到身后的u2面前递给了他）你不是老说饺子不够吃吗，都吃了，不许剩啊！o2离开后，b1拿过f1旁边的饺子：s2，你这饺子不吃别浪费了啊，我给他们乐队的人吃。（拿过碗走到身后的u2面前递给了他）你不是老说饺子不够吃吗，都吃了，不许剩啊！，目标角色是 u2,u2,0,0,0,0,0,0
1171_0003_A_47,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。另一边，一个叫u2的号子手还在练习着，b1还在压腿，目标角色是 b1,b1,0,0,0,0,0,0
1171_0003_A_48,[CLS] d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！d1走过来发现了b1：看什么呢？d1：有什么好看的啊！我怎么不觉得呢！配不上你。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。d1接过c1的衣服闻了闻，瞬间露出了嫌弃的表情。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。d1笑得声音最大。d1一脸冷漠：没穿军装不能敬礼懂吗？（学着刚才c1的动作）你这是干嘛呢？耍猴啊。（示范正确的动作）敬军礼应该这样，明白吗？，目标角色是 d1,d1,0,0,0,0,0,0
1171_0003_A_49,[CLS] b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。另一边，一个叫u2的号子手还在练习着，b1还在压腿，目标角色是 b1,b1,0,0,1,0,0,0
1171_0003_A_50,[CLS] d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！d1走过来发现了b1：看什么呢？d1：有什么好看的啊！我怎么不觉得呢！配不上你。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。d1接过c1的衣服闻了闻，瞬间露出了嫌弃的表情。c1原地平转，d1走到o2面前把衣服往他鼻子面前一放，自己笑了笑。d1笑得声音最大。d1一脸冷漠：没穿军装不能敬礼懂吗？（学着刚才c1的动作）你这是干嘛呢？耍猴啊。（示范正确的动作）敬军礼应该这样，明白吗？，目标角色是 d1,d1,0,0,0,0,0,0
